Risk_Flag,Interest_Revenue,Sampling_Weight,Application_Date,Age,Income,Debt_Ratio,Nb_Borrowers,Region,Bank_Relationship,Loan_Amt,Loan_Amt_Req,LTV,FICO_Score,Prior_Custom_Score,Current_Custom_Score,CB_Age_Oldest_TL,CB_Age_Newest_TL,CB_Avg_Mos_File,CB_Nb_Sat_TL,CB_Nb_60_Plus_TL,CB_Nb_90_Plus_TL,CB_Pct_Sat_TL,CB_Mos_Since_Dlq,CB_Max_Dlq_12_Mos,CB_Max_Dlq_Ever,CB_Nb_Total_TL,CB_Nb_TL_Open_12,CB_Pct_IL_TL,CB_Nb_Inq_6_Mos,CB_Nb_Inq_6_Mos_excl_7_Days,CB_Rev_Util,CB_IL_Util,CB_Nb_Rev_TL_w_Bal,CB_Nb_IL_TL_w_Bal,CB_Nb_Rev_Tl_75_Pct_Limit,CB_Pct_TL_w_Bal
0,0,1,20100901,71,20833,27,1,REG5,M_Ever,435000,100000,80,752,276,231,61,73,176,8,0,0,88,.,6,6,2,0,13,2,0,0,.,0,1,0,33
1,639,48.4082,20120201,46,18833,24,2,REG5,O_Open,515148,100000,88,726,265,240,196,3,75,37,0,0,95,16,6,6,34,2,30,2,2,13,82,4,5,0,47
1,2503.71,48.4082,20110901,56,10417,24,1,REG5,O_Open,227752,50000,86,650,254,201,325,3,92,29,0,0,93,12,6,6,30,2,52,2,2,63,65,8,4,3,75
1,184.5,48.4082,20120101,32,4167,40,2,REG5,M_Open,120646,33000,99,740,275,244,70,1,66,20,1,0,96,30,6,5,14,2,17,0,0,10,.,1,1,1,25
1,1822,48.4082,20111101,42,16667,11,1,REG5,M_Open,181146,84900,80,633,237,189,249,2,81,27,0,0,96,1,4,6,71,3,36,3,3,59,21,3,5,2,53
1,419,48.4082,20110101,40,4000,21,2,REG5,NA,100649,10000,70,714,265,225,157,9,43,19,0,0,100,999,5,7,2,2,25,0,0,36,62,5,3,0,67
0,87,1,20100401,49,7500,27,2,REG5,O_Open,128204,40400,100,728,252,227,98,1,46,22,0,0,100,999,7,8,33,5,30,4,4,2,92,3,3,0,46
1,754.62,48.4082,20111201,27,6833,17,1,REG5,M_Ever,100001,15000,70,659,233,201,175,1,51,53,0,0,100,999,7,8,65,7,48,6,6,36,88,9,9,3,63
1,836,48.4082,20111101,51,8833,25,2,REG5,NA,97270,50000,98,647,262,205,180,27,105,21,1,1,86,1,4,6,4,0,38,0,0,28,24,6,5,0,92
1,1005.46,48.4082,20110601,39,2680,40,1,REG5,NA,124000,20000,94,660,234,177,67,24,36,5,1,1,100,999,7,8,5,0,80,0,0,99,.,1,1,.,100
0,1115.25,1,20100801,93,2401,13,2,REG5,M_Open,89480,21500,100,630,221,170,218,10,90,28,3,2,87,13,5,2,67,2,45,2,2,91,.,1,1,1,67
0,342,1,20110601,57,12876,9,1,REG5,NA,145000,80000,55,645,215,187,260,3,74,29,1,0,86,1,3,5,35,6,40,5,5,27,73,7,8,0,63
0,120,1,20120201,38,2240,47,1,REG5,NA,76443,14000,91,703,248,209,154,10,75,18,1,1,89,4,4,3,13,1,21,2,2,4,81,1,3,0,57
1,550.36,48.4082,20100801,28,2819,40,1,REG5,NA,60000,11000,100,677,239,199,.,2,67,14,2,0,79,57,6,5,0,1,58,1,1,46,81,4,5,1,100
0,273,1,20110601,27,6600,30,2,REG5,O_Open,162000,14200,100,666,222,162,98,4,31,15,1,1,94,35,6,2,35,1,50,0,0,58,78,5,4,1,91
0,1338.91,1,20110201,40,5000,22,2,REG5,NA,91099,26000,100,631,219,147,.,14,51,18,1,1,84,10,4,2,0,0,32,3,3,78,73,6,2,4,80
0,396,1,20100601,45,2163,34,1,REG5,M_Open,73000,10000,97,627,212,163,215,9,75,27,2,2,90,6,4,6,82,2,76,2,2,79,100,2,2,.,100
1,232,48.4082,20111201,72,675,33,1,REG5,NA,48624,15000,31,650,242,205,.,4,118,5,2,2,100,999,7,8,0,1,40,1,1,65,.,2,.,1,100
0,1100.5,1,20100601,53,24523,42,2,REG5,NA,1000000,75000,70,692,250,215,.,4,124,25,2,2,96,76,6,6,0,2,32,3,3,19,.,5,1,1,54
0,762.5,1,20110901,33,37500,1,1,REG5,M_Open,330000,25000,99,722,266,222,211,1,84,24,0,0,100,999,7,8,62,7,34,6,6,16,91,5,4,1,69
0,116,1,20100401,79,5974,34,1,REG5,M_Open,245000,29000,90,719,273,230,40,8,94,12,0,0,83,6,4,6,9,1,8,2,2,3,.,2,.,0,50
0,511.5,1,20100301,42,4908,34,2,REG5,NA,132000,15000,98,657,221,183,.,5,56,10,1,1,91,12,6,3,0,3,27,0,0,76,76,5,2,2,100
0,1006.5,1,20101001,46,7615,42,2,REG5,O_Ever,253728,48500,100,621,214,139,221,5,60,8,0,0,67,3,4,6,42,1,22,2,2,63,93,5,1,2,86
0,108,1,20110801,58,6083,34,1,REG5,NA,175506,35000,100,661,222,160,13,4,8,3,1,1,100,999,6,8,3,2,67,0,0,72,98,1,2,0,100
1,751.13,48.4082,20110101,36,7000,20,1,REG5,O_Open,221298,15000,79,656,228,166,221,2,15,6,0,0,100,999,7,8,15,3,29,1,1,74,81,4,2,1,100
0,472.5,1,20110401,28,6583,17,2,REG5,O_Ever,100000,13000,100,634,197,168,168,3,40,28,1,0,87,7,4,5,10,2,47,1,1,56,83,10,11,2,81
0,771.68,1,20100701,41,1701,33,1,REG5,NA,51364,14600,100,746,272,219,90,33,68,10,0,0,100,999,7,8,11,0,10,1,1,57,.,1,1,0,40
1,0,48.4082,20100301,64,13527,19,2,REG5,NA,604864,100000,67,808,304,261,244,20,84,12,0,0,100,999,7,8,15,0,43,0,0,0,51,0,2,0,50
0,1279.5,1,20100901,75,6403,36,1,REG5,O_Open,145000,39400,95,682,258,212,61,8,80,24,0,0,100,999,7,8,8,2,4,7,7,29,64,8,1,3,56
0,63.5,1,20110201,53,6680,35,2,REG5,NA,125000,48612.82,100,705,280,222,.,2,57,15,0,0,94,4,4,6,0,3,50,1,1,5,75,3,5,0,73
0,766.09,1,20100301,34,3750,19,1,REG5,O_Open,67546,14600,100,668,251,189,123,4,48,22,0,0,100,999,7,8,22,4,14,2,2,76,.,7,1,5,75
0,552,1,20100701,55,3722,22,1,REG5,NA,94310,15000,47,650,279,196,240,15,73,22,0,0,82,2,4,6,2,0,14,0,0,37,.,6,2,1,57
0,66,1,20100801,34,5750,21,1,REG5,NA,101785,23200,98,622,224,173,.,5,35,18,2,2,95,2,4,6,0,4,52,0,0,10,104,2,7,0,75
0,1033.53,1,20100701,51,14083,17,2,REG5,M_Open,97228,20000,86,691,233,200,258,1,71,19,2,1,91,33,6,2,43,2,17,0,0,69,54,6,3,3,82
0,450.5,1,20110801,50,4292,27,2,REG5,M_Open,108000,50000,50,618,245,195,78,5,95,10,0,0,82,11,4,6,5,2,18,0,0,62,.,5,1,1,100
0,0,1,20100901,58,4417,24,2,REG5,NA,84000,40000,96,656,238,177,164,84,141,1,1,1,50,16,6,2,8,0,100,0,0,.,.,.,1,.,100
1,282.5,48.4082,20120201,60,3483,40,2,REG5,M_Open,120000,30000,64,786,296,257,65,17,71,10,0,0,100,999,7,8,8,0,40,0,0,12,.,4,1,0,83
0,1738,1,20100801,65,33750,18,2,REG5,NA,184181,50000,100,652,235,163,206,13,49,17,3,2,89,29,6,2,20,0,58,1,1,99,63,1,6,1,100
1,371,48.4082,20100601,54,3522,41,1,REG5,O_Open,150119,50000,66,786,320,274,172,17,112,18,0,0,100,999,7,8,3,0,28,0,0,7,25,4,2,0,75
0,250,1,20110101,49,7750,27,2,REG5,O_Open,300000,45000,59,611,209,158,169,1,56,7,2,2,80,20,6,3,26,4,20,3,3,62,.,4,.,1,83
0,1275.32,1,20100401,35,4167,40,1,REG5,O_Open,166227,25000,87,690,252,182,188,14,68,16,1,1,94,17,6,2,17,0,47,1,1,53,83,2,2,1,80
0,1012.28,1,20100701,57,9194,16,2,REG5,NA,85000,20000,95,604,223,164,.,17,82,14,2,1,69,6,3,5,0,0,56,0,0,88,78,5,2,3,88
1,72.5,48.4082,20120101,69,2972,32,2,REG5,M_Open,200745,50000,25,756,301,270,488,5,116,43,0,0,100,999,7,8,42,3,18,0,0,3,.,5,.,1,23
0,139.5,1,20101101,36,2793,29,2,REG5,NA,69685,15000,100,742,298,252,13,9,49,23,0,0,100,999,7,8,1,1,22,0,0,12,86,1,2,0,33
0,333,1,20110501,83,1000,23,2,REG5,NA,24976,15000,60,610,236,181,233,6,194,8,1,1,60,0,4,2,17,1,20,0,0,25,.,2,.,0,40
1,666,48.4082,20100801,61,5833,40,2,REG5,NA,257000,75000,82,685,238,194,114,5,66,11,1,1,92,13,6,3,6,4,42,2,1,44,90,3,2,1,71
0,857,1,20100801,41,6667,17,2,REG5,NA,88621,28600,100,684,217,188,84,4,97,12,0,0,71,28,6,6,3,2,21,1,1,54,.,3,1,2,56
0,1750,1,20100301,40,4583,31,1,REG5,O_Open,117636,37000,98,673,243,203,159,14,88,14,1,1,87,25,6,2,16,0,20,0,0,68,23,5,2,2,70
1,99,48.4082,20110601,79,3866,35,1,REG5,O_Ever,153039,90000,59,798,311,271,346,46,130,11,0,0,100,999,7,8,26,0,9,1,1,2,.,3,.,0,50
0,995,1,20100401,51,6084,22,2,REG5,M_Ever,96914,26000,99,653,232,172,192,2,145,12,2,1,88,5,2,4,25,1,44,0,0,56,88,5,3,1,89
0,470.5,1,20100601,39,8558,49,1,REG5,O_Open,108000,57000,100,677,241,218,264,5,72,54,2,2,96,30,6,6,53,8,46,1,1,18,83,4,7,1,50
1,115.5,48.4082,20101201,58,4200,17,2,REG5,O_Open,44512,25000,56,784,300,271,297,2,79,21,0,0,100,999,7,8,34,1,0,1,1,5,.,7,.,0,58
1,1347.5,48.4082,20120201,45,10417,9,1,REG5,NA,149443,38000,89,651,272,198,41,15,103,17,0,0,88,4,4,6,10,0,29,1,1,36,.,2,1,2,43
0,1031.53,1,20100401,37,6667,42,2,REG5,NA,119478,20000,104,722,282,243,155,8,75,19,0,0,100,999,7,8,31,1,32,1,1,46,53,5,3,1,100
0,100,1,20100801,49,6500,43,2,REG5,NA,182279,30000,80,661,213,168,11,10,39,17,1,0,72,13,6,5,1,2,39,5,5,0,.,3,2,0,63
0,1483,1,20101101,33,13500,21,2,REG5,M_Ever,294880,80000,94,716,249,230,360,1,43,18,0,0,100,999,7,8,37,6,32,0,0,36,38,3,3,0,55
0,382,1,20101101,75,2899,36,1,REG5,O_Open,103962,10400,100,730,284,225,301,4,149,13,0,0,92,9,4,6,42,2,31,0,0,20,89,6,2,1,80
0,404,1,20100601,71,1501,38,1,REG5,O_Open,62000,9000,100,674,216,180,121,2,29,15,1,1,94,30,6,2,12,7,24,1,1,30,.,6,1,1,64
1,390,48.4082,20100401,52,4917,46,2,REG5,O_Open,160000,50000,67,713,296,244,306,4,91,34,0,0,97,60,6,6,37,2,26,2,2,12,78,7,4,0,67
0,628.5,1,20110101,33,5833,5,1,REG5,NA,115000,18200,100,687,248,199,.,4,55,18,1,0,89,11,4,5,0,2,37,2,2,28,75,2,3,0,71
1,152,48.4082,20110101,46,3334,45,2,REG5,NA,140000,12000,76,706,234,187,43,1,31,9,1,1,91,67,6,4,8,4,18,1,1,25,.,5,1,0,67
0,702.49,1,20110801,43,4584,15,1,REG5,M_Open,46347,13300,100,736,281,247,272,4,90,14,0,0,100,999,7,8,25,2,29,0,0,32,.,6,1,2,78
0,826,1,20110601,50,5833,23,1,REG5,O_Open,128000,28700,100,643,211,184,322,1,40,16,1,0,94,23,6,5,28,5,44,4,4,31,84,7,4,1,85
0,1341.5,1,20100401,50,7377,37,1,REG5,M_Ever,97000,27000,89,693,254,237,215,2,72,55,0,0,100,999,7,8,47,10,27,1,1,45,.,8,4,2,43
0,711.85,1,20110201,38,4483,42,1,REG5,NA,68000,13600,100,666,274,201,67,13,66,33,0,0,97,56,6,6,7,0,39,2,2,59,63,12,4,2,84
0,1052.5,1,20100301,48,8333,14,2,REG5,M_Open,74686,50000,96,671,285,221,300,16,92,21,0,0,86,32,6,6,24,0,14,1,1,41,69,8,2,2,56
0,993,1,20100701,30,4584,30,1,REG5,O_Open,130000,36200,90,672,221,187,201,8,64,32,1,0,80,14,6,5,25,2,11,1,1,69,65,8,2,2,100
1,128,48.4082,20100401,41,3942,27,2,REG5,O_Open,117508,10000,89,711,271,227,205,24,102,24,1,1,88,5,4,4,41,0,15,1,1,6,58,2,3,0,63
0,3,1,20110201,47,8833,27,1,REG5,NA,205000,130000,63,649,228,171,121,4,66,13,1,1,75,4,0,2,7,2,38,2,2,0,72,3,2,1,75
0,477.5,1,20100901,41,3471,15,1,REG5,M_Open,62054,15000,66,766,308,248,142,17,65,12,0,0,100,999,7,8,13,0,42,0,0,17,.,2,2,0,57
1,85,48.4082,20120101,30,3333,40,1,REG5,M_Open,180524,35000,90,702,260,237,135,10,67,25,1,1,92,29,6,2,32,2,31,1,1,5,.,2,1,0,33
0,551.94,1,20110901,73,1987,39,1,REG5,M_Open,65391,11000,36,646,242,176,398,3,110,17,0,0,82,3,4,6,16,4,47,2,2,74,29,4,3,2,88
0,535.5,1,20101101,51,15001,26,2,REG5,O_Open,462764,10300,88,601,226,155,376,23,179,43,5,1,79,2,3,2,53,0,13,0,0,68,35,24,4,7,91
1,604.8,48.4082,20101101,35,12002,12,2,REG5,NA,165000,12000,80,635,216,183,164,10,87,27,5,3,80,38,6,3,32,1,40,1,1,67,64,2,2,1,57
1,80.5,48.4082,20110901,46,6750,21,2,REG5,O_Open,75024,15000,69,786,315,271,215,34,80,18,0,0,100,999,7,8,24,0,33,1,1,2,.,1,2,0,75
0,898.5,1,20100401,27,7802,35,1,REG5,NA,180000,52000,95,678,232,206,196,2,36,25,0,0,100,999,7,8,20,7,14,2,2,41,69,11,4,2,75
0,696,1,20100601,51,4767,27,2,REG5,NA,130000,25000,86,632,218,191,161,5,80,34,1,0,89,2,4,5,35,5,20,1,1,51,37,13,2,1,79
1,94,48.4082,20110401,54,17083,13,1,REG5,M_Open,408732,90000,77,667,222,169,131,13,83,4,4,4,67,67,6,2,41,0,33,0,0,67,.,2,1,0,100
1,47.5,48.4082,20111201,30,10001,36,1,REG5,NA,440000,81750,90,665,220,176,52,7,7,1,0,0,100,999,7,8,2,1,0,3,3,48,.,1,.,.,100
0,742.68,1,20100301,27,6375,15,2,REG5,O_Open,90223,14000,90,727,250,202,166,5,50,9,0,0,100,999,7,8,40,2,33,1,1,56,96,3,3,1,100
1,55,48.4082,20111001,65,3500,21,2,REG5,O_Open,183398,50000,55,798,292,274,147,1,145,13,0,0,100,999,7,8,19,1,7,2,2,2,16,1,1,0,25
0,0,1,20110201,58,4583,16,1,REG5,M_Open,72000,30000,90,712,256,225,148,3,47,24,0,0,100,999,7,8,67,6,32,1,1,0,.,0,4,0,40
1,294.5,48.4082,20100501,39,5000,25,1,REG5,NA,143226,30000,90,667,262,216,221,12,103,19,2,0,67,6,3,5,11,0,38,0,0,23,44,3,4,1,89
1,25,48.4082,20120101,70,4377,43,2,REG5,O_Ever,131000,35700,89,740,300,257,111,2,67,40,0,0,100,999,7,8,5,1,12,1,1,1,85,9,2,0,44
0,1828.5,1,20100401,55,4900,42,2,REG5,M_Open,71989,38000,99,653,258,196,271,2,51,20,0,0,100,999,7,8,26,2,32,1,1,88,94,9,2,3,100
1,221.5,48.4082,20110901,44,5333,23,2,REG5,O_Ever,79000,10000,100,722,280,218,78,8,44,19,0,0,100,999,7,8,11,3,42,1,1,17,94,5,2,0,78
0,581,1,20100501,57,24050,18,2,REG5,NA,235000,50000,89,659,227,208,.,6,48,14,2,0,76,12,6,5,0,3,59,5,3,16,67,2,6,0,90
0,982.48,1,20100601,32,4750,42,2,REG5,O_Open,138000,19500,90,684,230,167,211,2,69,11,0,0,93,.,6,6,12,3,36,2,2,95,77,4,3,3,100
1,1006.24,48.4082,20120201,76,2626,50,1,REG5,O_Open,56940,20000,95,671,247,175,203,45,144,12,1,1,86,2,0,2,23,0,36,0,0,76,90,3,2,0,83
1,606,48.4082,20100301,29,5000,30,1,REG5,O_Open,106745,16000,99,612,219,183,329,5,20,11,0,0,100,999,7,8,18,2,36,3,3,73,55,6,3,3,100
0,522,1,20120101,27,3000,31,1,REG5,NA,97765,15000,87,648,218,188,37,8,21,9,0,0,100,999,7,8,4,3,50,1,1,81,47,5,7,2,92
1,1089,48.4082,20120101,33,5000,35,1,REG5,NA,156000,26700,90,639,234,193,148,3,44,13,2,1,86,9,0,5,10,4,43,2,1,18,60,2,3,0,71
1,73.5,48.4082,20101201,70,7309,8,2,REG5,M_Open,67507,40000,59,747,247,223,57,2,39,6,0,0,100,999,7,8,11,1,0,0,0,36,.,2,.,0,40
1,862,48.4082,20110601,65,7500,18,2,REG5,NA,167497,50000,56,728,289,253,.,50,122,14,1,1,93,49,6,2,0,0,20,0,0,1,.,1,1,0,75
0,272.5,1,20100501,49,8334,20,1,REG5,M_Open,320001,44400,70,649,215,166,189,3,70,15,8,4,61,16,5,2,31,1,17,2,2,15,.,4,2,0,67
0,310.5,1,20100301,77,17889,23,2,REG5,M_Open,140000,50000,90,709,276,226,210,9,138,49,0,0,94,5,4,6,41,3,57,3,3,9,53,5,10,0,75
0,459.5,1,20100601,47,9584,49,1,REG5,M_Open,520000,74000,85,688,299,226,251,50,164,16,0,0,94,10,4,6,23,0,44,0,0,30,.,2,1,1,80
0,260.3,1,20100601,68,5600,20,2,REG5,M_Open,68273,5000,77,659,242,208,247,1,67,18,1,0,95,51,6,5,16,3,55,0,0,65,85,6,3,2,100
1,750.69,48.4082,20110601,33,5343,19,2,REG5,O_Open,90102,15000,100,663,243,183,154,31,121,7,1,1,78,16,6,2,5,0,33,0,0,85,.,2,.,1,100
0,788.34,1,20101201,43,5000,26,2,REG5,NA,106427,15000,100,617,240,154,207,13,69,21,1,1,86,2,0,2,2,0,41,1,1,97,46,2,3,1,100
0,184,1,20110201,64,2667,44,1,REG5,NA,148106,40000,77,683,227,195,188,20,80,18,3,3,85,23,6,2,3,0,40,5,5,16,.,5,.,0,83
0,25.5,1,20100901,40,2917,45,1,REG5,O_Ever,124359,50000,80,704,278,238,.,12,54,10,0,0,92,3,4,6,19,0,15,0,0,1,22,1,2,0,57
0,1068,1,20110401,48,10667,17,2,REG5,M_Open,120000,30000,91,690,238,209,278,11,87,16,1,0,94,12,6,5,31,1,18,1,1,74,66,7,3,3,100
1,557,48.4082,20120101,62,4500,21,1,REG5,O_Open,141544,15000,49,705,274,231,285,3,83,35,0,0,97,70,6,6,28,7,14,2,1,18,93,8,3,1,46
0,648,1,20100401,23,6877,31,1,REG5,NA,156000,53000,95,619,224,167,57,4,36,15,0,0,80,10,4,6,10,5,40,1,1,71,63,7,3,1,91
1,415,48.4082,20101201,25,7567,17,2,REG5,NA,145000,12300,97,744,296,249,207,6,57,21,0,0,95,66,6,6,9,1,71,0,0,1,98,2,6,0,82
0,112.5,1,20100801,36,5583,12,2,REG5,O_Open,70000,5000,94,704,231,186,148,0,47,24,0,0,93,6,4,6,34,9,43,9,9,14,67,2,4,0,67
1,2505.03,48.4082,20110901,53,4000,36,2,REG5,M_Open,121181,50000,78,692,257,201,183,2,85,12,0,0,100,999,7,8,12,1,31,0,0,95,.,7,1,5,89
0,2046.98,1,20100401,36,15000,22,1,REG5,O_Open,264117,40000,99,690,224,180,183,2,79,44,0,0,100,999,7,8,36,6,29,5,4,84,78,14,4,10,79
0,979.5,1,20110201,66,21500,12,1,REG5,M_Ever,163000,100000,61,651,225,198,229,1,111,42,2,0,87,10,4,5,48,2,30,2,2,42,37,9,2,5,50
1,2488,48.4082,20110701,57,11937,25,1,REG5,NA,337629,50000,64,634,228,180,2,5,138,18,0,0,86,4,4,6,1,1,29,1,1,71,82,5,2,2,89
1,799,48.4082,20100601,53,5167,46,2,REG5,M_Open,150000,25000,82,683,253,194,140,15,54,8,1,0,78,25,6,5,16,0,44,1,1,48,76,4,2,1,86
0,118.83,1,20100601,51,3131,12,1,REG5,NA,62167,25000,40,.,277,240,92,82,87,2,0,0,100,999,9,8,2,0,50,0,0,.,.,.,.,.,.
0,3288.5,1,20110501,31,8334,39,2,REG5,M_Open,335000,76000,86,670,243,185,145,1,68,33,0,0,100,999,7,8,52,6,36,0,0,91,75,9,7,6,100
0,258.5,1,20100801,33,22084,23,2,REG5,O_Open,540001,83000,85,630,209,171,219,1,70,9,2,2,62,20,5,2,8,2,8,1,1,45,.,5,1,3,100
0,36,1,20101001,34,2667,23,2,REG5,M_Open,51000,15000,98,781,316,266,97,14,68,24,0,0,100,999,7,8,33,0,12,0,0,2,.,1,1,0,25
1,1008.32,48.4082,20111001,38,2834,32,1,REG5,M_Ever,84000,20000,97,705,231,192,255,12,40,10,0,0,100,999,7,8,35,0,30,3,3,62,73,3,2,2,83
1,1002.84,48.4082,20100401,43,12500,10,2,REG5,O_Ever,165498,20000,36,722,257,222,242,5,104,16,1,0,94,55,6,5,24,1,18,1,1,54,13,4,3,1,78
0,536.5,1,20101001,39,6833,38,1,REG5,O_Open,204000,75000,94,711,287,229,148,6,68,43,0,0,100,999,7,8,26,3,11,3,3,24,90,16,2,0,69
0,655,1,20110101,52,6250,17,1,REG5,M_Open,100576,35000,81,630,270,196,271,5,76,28,0,0,89,2,4,6,27,1,36,3,3,23,97,8,3,0,69
0,2017.99,1,20101101,51,2702,35,1,REG5,NA,48000,40000,83,623,217,154,120,3,69,11,1,1,91,.,6,6,29,2,45,6,6,92,86,5,3,1,100
0,437,1,20100601,40,3750,21,2,REG5,O_Open,75276,13876,100,623,211,161,295,5,12,9,0,0,89,2,4,6,18,6,11,0,0,29,.,7,1,0,89
1,97,48.4082,20111201,67,5417,14,2,REG5,M_Open,98502,50000,51,792,294,266,225,6,112,23,0,0,96,18,6,6,22,2,22,0,0,3,.,3,.,0,38
1,302,48.4082,20100701,77,1500,39,2,REG5,O_Ever,124405,15000,40,744,281,251,201,4,93,28,1,0,97,37,6,5,9,2,7,0,0,11,99,4,1,0,33
0,3212,1,20100801,40,10834,19,1,REG5,M_Open,159000,84000,95,621,222,137,183,11,36,30,0,0,100,999,7,8,32,3,17,8,7,87,.,15,2,10,81
0,5036.23,1,20101101,50,18833,49,2,REG5,M_Open,600001,100000,75,644,206,141,79,12,35,16,1,1,94,15,6,4,26,0,50,3,3,100,57,4,5,2,100
0,1107.31,1,20110801,36,6245,16,2,REG5,NA,105497,21787,100,689,278,212,131,17,65,22,0,0,100,999,7,8,24,0,45,1,1,84,72,4,4,2,73
0,942.5,1,20100701,65,4817,19,2,REG5,O_Ever,80658,50000,62,631,212,179,192,5,99,18,5,3,81,4,3,2,26,1,19,1,1,40,.,3,1,0,57
1,152,48.4082,20110501,60,4343,32,2,REG5,M_Open,150000,15000,88,631,226,177,370,11,96,10,2,2,75,35,6,2,29,1,50,1,1,76,.,2,1,1,100
0,494.11,1,20100701,54,7417,9,1,REG5,O_Open,81719,9375,80,669,213,184,183,2,66,17,3,3,89,44,0,4,26,3,58,2,2,42,.,3,1,1,80
0,446.5,1,20100301,33,10000,21,1,REG5,M_Open,204691,20000,78,694,257,211,237,9,45,24,0,0,100,999,7,8,50,3,25,3,3,32,73,5,4,1,53
1,0,48.4082,20100901,45,10000,30,2,REG5,NA,269441,100000,90,796,297,255,143,11,103,27,0,0,100,999,7,8,13,1,11,0,0,0,.,1,1,0,14
0,790.69,1,20101201,66,13333,15,1,REG5,M_Open,57501,15400,100,680,271,196,265,2,84,21,0,0,95,2,4,6,36,3,55,2,2,27,100,3,2,1,71
1,139,48.4082,20110201,55,12500,40,1,REG5,O_Open,560000,100000,57,790,295,255,393,6,107,28,0,0,100,999,7,8,22,2,29,0,0,0,.,6,2,0,44
0,96,1,20100901,42,5893,45,2,REG5,M_Open,105000,43000,88,601,210,169,324,3,79,22,6,5,70,3,0,2,37,2,37,2,2,12,66,3,4,0,78
1,589,48.4082,20100601,70,2067,22,1,REG5,NA,118214,30000,25,746,302,247,10,11,91,20,0,0,100,999,7,8,1,1,0,1,1,18,.,4,.,1,33
1,758.89,48.4082,20120201,58,4000,18,2,REG5,M_Ever,88440,15000,54,746,291,247,191,5,112,18,0,0,100,999,7,8,31,2,35,0,0,32,.,7,1,1,69
1,846,48.4082,20100601,60,10170,17,2,REG5,M_Open,90000,24000,80,684,243,216,190,6,66,30,1,0,91,17,6,5,21,2,25,0,0,37,.,6,1,1,70
0,267.5,1,20110201,36,10417,33,1,REG5,NA,323616,70000,90,701,237,218,84,5,39,18,1,1,100,999,7,8,10,3,37,4,4,7,14,3,2,1,50
0,19.5,1,20110601,40,5000,28,1,REG5,NA,114060,20000,100,628,211,146,.,0,53,2,5,4,50,4,4,5,0,1,75,0,0,20,.,1,1,0,100
1,2129,48.4082,20110201,51,35001,25,1,REG5,O_Open,1000000,50000,75,662,222,158,125,3,70,79,0,0,98,44,6,6,104,5,21,9,9,71,55,18,3,8,79
0,312,1,20100501,48,6250,26,1,REG5,M_Open,175537,70000,93,641,240,192,212,2,61,37,1,1,85,12,5,2,47,3,15,2,2,33,.,12,3,1,70
0,341,1,20100701,43,6667,41,2,REG5,O_Open,141713,50000,91,732,272,239,82,5,54,33,0,0,100,999,7,8,41,2,15,3,3,21,11,9,3,2,50
1,49.5,48.4082,20101201,58,3250,26,1,REG5,NA,86357,20000,97,668,236,202,.,17,114,15,4,3,68,8,3,2,0,0,42,0,0,8,75,3,2,0,83
0,226.5,1,20100701,36,16667,17,1,REG5,NA,90001,39200,70,720,286,272,155,13,77,23,1,1,100,999,7,8,3,0,17,1,0,6,37,4,3,0,64
0,474.5,1,20100801,40,2917,42,1,REG5,O_Open,120000,22900,90,619,219,163,121,7,65,18,0,0,73,0,4,6,22,1,14,0,0,56,48,9,2,3,92
0,975,1,20101201,35,2333,41,1,REG5,O_Open,40183,23000,84,708,287,237,203,3,69,30,0,0,94,53,6,6,40,3,23,0,0,33,52,6,3,0,91
0,1070,1,20101001,40,2950,15,1,REG5,M_Open,63360,30000,95,671,243,195,196,9,94,20,1,1,86,9,0,2,27,2,52,0,0,40,93,3,2,1,75
0,1488.52,1,20100701,63,13750,14,1,REG5,NA,84542,29500,70,637,235,147,255,15,125,17,3,2,71,12,5,2,22,0,32,0,0,96,97,3,3,1,100
0,125,1,20100801,27,2940,13,1,REG5,NA,46851,25000,53,792,299,253,57,43,252,4,0,0,100,999,7,8,3,0,25,1,1,15,.,1,.,0,33
0,935.66,1,20100601,37,4000,35,1,REG5,NA,93000,18600,100,612,218,161,.,18,70,20,1,1,95,2,0,6,0,0,15,6,6,68,59,3,2,2,71
0,68,1,20110101,62,27250,35,2,REG5,M_Open,600000,150000,60,748,267,267,247,11,133,45,0,0,92,25,6,6,53,1,45,0,0,2,29,5,4,0,53
0,536.5,1,20110301,28,2696,24,1,REG5,NA,58000,19400,99,670,245,207,120,3,60,23,1,0,83,22,5,5,30,2,17,2,1,44,70,4,2,0,67
0,360.5,1,20100701,49,14452,21,2,REG5,M_Open,185001,73500,90,654,257,212,326,9,142,26,1,0,81,8,4,5,24,2,19,2,2,21,52,5,3,1,57
0,510.5,1,20110701,49,5833,43,1,REG5,NA,273294,26200,100,730,258,210,54,12,32,3,0,0,100,999,7,8,4,0,33,2,1,25,.,2,.,0,100
0,22.5,1,20110201,74,2824,27,1,REG5,O_Open,85096,50000,59,813,299,271,250,66,139,7,0,0,100,999,7,8,4,0,0,1,1,1,.,5,.,0,83
0,308.5,1,20100401,58,7417,35,2,REG5,O_Open,170293,27000,100,662,219,176,176,1,19,18,0,0,100,999,7,8,37,7,10,4,4,38,100,8,2,2,59
1,466.5,48.4082,20110701,44,13250,17,1,REG5,M_Open,274345,50000,84,729,294,235,227,2,74,66,0,0,99,75,6,6,76,4,30,1,1,24,90,12,9,1,58
